M62.82,"근육(집) 탈장, 위팔","Muscle(sheath) hernia, upper arm(humerus, elbow joints)",
M62.82,"기타 명시된 근육 장애,위팔","Other specified disorders of mulcle, upper arm(humerus, elbow joints)",
M62.83,"기타 명시된 근육 장애,아래팔","Other specified disorders of mulcle, forearm(radius, ulna, wrist joints)",
M62.83,"근육(집) 탈장, 아래팔","Muscle(sheath) hernia, forearm(radius, ulna, wrist joints)",
M62.84,"근육(집) 탈장, 손","Muscle(sheath) hernia, hand(carpus, fingers, metacarpus, joints between these bones)",
M62.84,"기타 명시된 근육 장애,손","Other specified disorders of mulcle, hand(carpus, fingers, metacarpus, joints between these bones)",
M62.85,"기타 명시된 근육 장애,골반 부위 및 넓적다리","Other specified disorders of mulcle, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M62.85,"근육(집) 탈장, 골반 부위 및 넓적다리","Muscle(sheath) hernia, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M62.86,"기타 명시된 근육 장애,아래다리","Other specified disorders of mulcle, lower leg(fibula, tibia, knee joint)",
M62.86,"근육(집) 탈장, 아래다리","Muscle(sheath) hernia, lower leg(fibula, tibia, knee joint)",
M62.87,"근육(집) 탈장, 발목 및 발","Muscle(sheath) hernia, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M62.87,"기타 명시된 근육 장애,발목 및 발","Other specified disorders of mulcle, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M62.88,"근육(집) 탈장, 기타 부위","Muscle(sheath) hernia, other(head, neck, ribs, skull, trunk, vertebral column)",
M62.88,"기타 명시된 근육 장애,기타 부위","Other specified disorders of mulcle, other(head, neck, ribs, skull, trunk, vertebral column)",
M62.89,"기타 명시된 근육 장애,상세불명 부위","Other specified disorders of mulcle, site unspecified",
M62.89,"근육(집) 탈장, 상세불명 부위","Muscle(sheath) hernia, site unspecified",
M62.9,상세불명의 근육 장애,"Disorder of muscle, unspecified",
M62.90,"상세불명의 근육 장애,다발 부위","Disorders of mulcle, unspecified, multiple sites",
M62.91,"상세불명의 근육 장애,어깨 부위","Disorders of mulcle, unspecified, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M62.92,"상세불명의 근육 장애,위팔","Disorders of mulcle, unspecified, upper arm(humerus, elbow joints)",
M62.93,"상세불명의 근육 장애,아래팔","Disorders of mulcle, unspecified, forearm(radius, ulna, wrist joints)",
M62.94,"상세불명의 근육 장애,손","Disorders of mulcle, unspecified, hand(carpus, fingers, metacarpus, joints between these bones)",
M62.95,"상세불명의 근육 장애,골반 부위 및 허벅상세불명의 근육 장애,골반 부위 및 넓적다리","Disorders of mulcle, unspecified, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M62.96,"상세불명의 근육 장애,아래다리","Disorders of mulcle, unspecified, lower leg(fibula, tibia, knee joint)",
M62.97,"상세불명의 근육 장애,발목 및 발","Disorders of mulcle, unspecified, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M62.98,"상세불명의 근육 장애,기타 부위","Disorders of mulcle, unspecified, other(head, neck, ribs, skull, trunk, vertebral column)",
M62.99,"상세불명의 근육 장애,상세불명 부위","Disorders of mulcle, unspecified, site unspecified",
M63*,달리 분류된 질환에서의 근육 장애,Disorders of muscle in diseases classified elsewhere,
M63.0*,달리 분류된 세균성 질환에서의 근육염,Myositis in bacterial diseases classified elsewhere,
M63.0*,매독에서의 근육염,"Myositis in syphilis (A51.4+, A52.7+)",
M63.0*,나병[한센병]에서의 근육염,Myositis in leprosy[Hansen's disease] (A30.-+),
M63.1*,낭미충증에서의 근육염,Myositis in cysticercosis (B69.8+),
M63.1*,주혈흡충증에서의 근육염,Myositis in schistosomiasis[bilharziasis] (B65.-+),
M63.1*,달리 분류된 원충성 및 기생충성 감염에서의 근육염,Myositis in protozoal and parasitic infections classified elsewhere,
M63.1*,톡소포자충증에서의 근육염,Myositis in toxoplasmosis (B58.8+),
M63.1*,선모충증에서의 근육염,Myositis in trichinellosis (B75+),
M63.2*,달리 분류된 기타 감염성 질환에서의 근육염,Myositis in other infectious diseases classified elsewhere,
M63.2*,진균증에서의 근육염,Myositis in mycosis (B35-B49+),
M63.3*,사르코이도시스에서의 근육염,Myositis in sarcoidosis (D86.8+),
M63.8*,달리 분류된 질환에서의 기타 근육 장애,Other disorders of muscle in diseases classified elsewhere,
M65-M68,윤활막 및 힘줄 장애,Disorders of synovium and tendon(M65-M68),
M65,윤활막염 및 건초염,Synovitis and tenosynovitis,
M65.0,힘줄집의 고름집(농양),Abscess of tendon sheath,
M65.00,"힘줄집의 고름집(농양) ,다발 부위","Abscess of tendon sheath, multiple sites",
M65.01,"힘줄집의 고름집(농양) ,어깨 부위","Abscess of tendon sheath, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M65.02,"힘줄집의 고름집(농양) ,위팔","Abscess of tendon sheath, upper arm(humerus, elbow joints)",
M65.03,"힘줄집의 고름집(농양) ,아래팔","Abscess of tendon sheath, forearm(radius, ulna, wrist joints)",
M65.04,"힘줄집의 고름집(농양) ,손","Abscess of tendon sheath, hand(carpus, fingers, metacarpus, joints between these bones)",
M65.05,"힘줄집의 고름집(농양) ,골반 부위 및 넓적다리","Abscess of tendon sheath, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M65.06,"힘줄집의 고름집(농양) ,아래다리","Abscess of tendon sheath, lower leg(fibula, tibia, knee joint)",
M65.07,"힘줄집의 고름집(농양) ,발목 및 발","Abscess of tendon sheath, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M65.08,"힘줄집의 고름집(농양) ,기타 부위","Abscess of tendon sheath, other(head, neck, ribs, skull, trunk, vertebral column)",
M65.09,"힘줄집의 고름집(농양) ,상세불명 부위","Abscess of tendon sheath, site unspecified",
M65.1,기타 감염성 (건) 윤활막염,Other infective (teno) synovitis,
M65.10,"기타 감염성 (건) 윤활막염,다발 부위","Other infective(teno) synovitis, multiple sites",
M65.11,"기타 감염성 (건) 윤활막염,어깨 부위","Other infective(teno) synovitis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M65.12,"기타 감염성 (건) 윤활막염,위팔","Other infective(teno) synovitis, upper arm(humerus, elbow joints)",
M65.13,"기타 감염성 (건) 윤활막염,아래팔","Other infective(teno) synovitis, forearm(radius, ulna, wrist joints)",
M65.14,"기타 감염성 (건) 윤활막염,손","Other infective(teno) synovitis, hand(carpus, fingers, metacarpus, joints between these bones)",
M65.15,"기타 감염성 (건) 윤활막염,골반 부위 및 넓적다리","Other infective(teno) synovitis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M65.16,"기타 감염성 (건) 윤활막염,아래다리","Other infective(teno) synovitis, lower leg(fibula, tibia, knee joint)",
M65.17,"기타 감염성 (건) 윤활막염,발목 및 발","Other infective(teno) synovitis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M65.18,"기타 감염성 (건) 윤활막염,기타 부위","Other infective(teno) synovitis, other(head, neck, ribs, skull, trunk, vertebral column)",
M65.19,"기타 감염성 (건) 윤활막염,상세불명 부위","Other infective(teno) synovitis, site unspecified",
M65.2,석회성 힘줄염,Calcific tendinitis,
M65.20,"석회성 힘줄염,다발 부위","Calcific tendinitis, multiple sites",
M65.21,"석회성 힘줄염,어깨 부위","Calcific tendinitis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M65.22,"석회성 힘줄염,위팔","Calcific tendinitis, upper arm(humerus, elbow joints)",
M65.23,"석회성 힘줄염,아래팔","Calcific tendinitis, forearm(radius, ulna, wrist joints)",
M65.24,"석회성 힘줄염,손","Calcific tendinitis, hand(carpus, fingers, metacarpus, joints between these bones)",
M65.25,"석회성 힘줄염,골반 부위 및 넓적다리","Calcific tendinitis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M65.26,"석회성 힘줄염,아래다리","Calcific tendinitis, lower leg(fibula, tibia, knee joint)",
M65.27,"석회성 힘줄염,발목 및 발","Calcific tendinitis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M65.28,"석회성 힘줄염,기타 부위","Calcific tendinitis, other(head, neck, ribs, skull, trunk, vertebral column)",
M65.29,"석회성 힘줄염,상세불명 부위","Calcific tendinitis, site unspecified",
M65.3,방아쇠 손가락증,Trigger finger,
M65.3,결절성 힘줄 질환,Nodular tendinous disease,
M65.30,"결절성 힘줄 질환, 다발 부위","Nodular tendinous disease, multiple sites",
M65.31,"결절성 힘줄 질환, 어깨 부위","Nodular tendinous disease, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M65.32,"결절성 힘줄 질환, 위팔","Nodular tendinous disease, upper arm(humerus, elbow joints)",
M65.33,"결절성 힘줄 질환, 아래팔","Nodular tendinous disease, forearm(radius, ulna, wrist joints)",
M65.34,"결절성 힘줄 질환, 손","Nodular tendinous disease, hand(carpus, fingers, metacarpus, joints between these bones)",
M65.34,"방아쇠 손가락증,손","Trigger finger, hand(carpus, fingers, metacarpus)",
M65.35,"결절성 힘줄 질환, 골반 부위 및 넓적다리","Nodular tendinous disease, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M65.36,"결절성 힘줄 질환, 아래다리","Nodular tendinous disease, lower leg(fibula, tibia, knee joint)",
M65.37,"결절성 힘줄 질환, 발목 및 발","Nodular tendinous disease, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M65.38,"결절성 힘줄 질환, 기타 부위","Nodular tendinous disease, other(head, neck, ribs, skull, trunk, vertebral column)",
M65.39,"결절성 힘줄 질환, 상세불명 부위","Nodular tendinous disease, site unspecified",
M65.4,노뼈붓돌기힘줄 윤활막염(드퀘르벵),Radial styloid tenosynovitis (de Quervain),
M65.8,기타 윤활막염 및 건초염,Other synovitis and tenosynovitis,
M65.80,"기타 윤활막염 및 건초염,다발 부위","Other synovitis and tenosynovitis, multiple sites",
M65.81,"기타 윤활막염 및 건초염,어깨 부위","Other synovitis and tenosynovitis, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M65.82,"기타 윤활막염 및 건초염,위팔","Other synovitis and tenosynovitis, upper arm(humerus, elbow joints)",
M65.83,"기타 윤활막염 및 건초염,아래팔","Other synovitis and tenosynovitis, forearm(radius, ulna, wrist joints)",
M65.84,"기타 윤활막염 및 건초염,손","Other synovitis and tenosynovitis, hand(carpus, fingers, metacarpus, joints between these bones)",
M65.85,"기타 윤활막염 및 건초염,골반 부위 및 넓적다리","Other synovitis and tenosynovitis, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M65.86,"기타 윤활막염 및 건초염,아래다리","Other synovitis and tenosynovitis, lower leg(fibula, tibia, knee joint)",
M65.87,"기타 윤활막염 및 건초염,발목 및 발","Other synovitis and tenosynovitis, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M65.88,"기타 윤활막염 및 건초염,기타 부위","Other synovitis and tenosynovitis, other(head, neck, ribs, skull, trunk, vertebral column)",
M65.89,"기타 윤활막염 및 건초염,상세불명 부위","Other synovitis and tenosynovitis, site unspecified",
M65.9,상세불명의 윤활막염 및 건초염,"Synovitis and tenosynovitis, unspecified",
M65.90,"상세불명의 윤활막염 및 건초염,다발 부위","synovitis and tenosynovitis, unspecified, multiple sites",
M65.91,"상세불명의 윤활막염 및 건초염,어깨 부위","synovitis and tenosynovitis, unspecified, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M65.92,"상세불명의 윤활막염 및 건초염,위팔","synovitis and tenosynovitis, unspecified, upper arm(humerus, elbow joints)",
M65.93,"상세불명의 윤활막염 및 건초염,아래팔","synovitis and tenosynovitis, unspecified, forearm(radius, ulna, wrist joints)",
M65.94,"상세불명의 윤활막염 및 건초염,손","synovitis and tenosynovitis, unspecified, hand(carpus, fingers, metacarpus, joints between these bones)",
M65.95,"상세불명의 윤활막염 및 건초염,골반 부위 및 넓적다리","synovitis and tenosynovitis, unspecified, pelvic region and tsynovitis and tenosynovitis, unspecified, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M65.96,"상세불명의 윤활막염 및 건초염,아래다리","synovitis and tenosynovitis, unspecified, lower leg(fibula, tibia, knee joint)",
M65.97,"상세불명의 윤활막염 및 건초염,발목 및 발","synovitis and tenosynovitis, unspecified, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M65.98,"상세불명의 윤활막염 및 건초염,기타 부위","synovitis and tenosynovitis, unspecified, other(head, neck, ribs, skull, trunk, vertebral column)",
M65.99,"상세불명의 윤활막염 및 건초염,상세불명 부위","synovitis and tenosynovitis, unspecified, site unspecified",
M66,윤활막 및 힘줄의 자연파열,Spontaneous rupture of synovium and tendon,
M66.0,오금낭포의 파열,Rupture of popliteal cyst,
M66.1,윤활막의 파열,Rupture of synovium,
M66.1,윤활막 낭포의 파열,Rupture of synovial cyst,
M66.10,"윤활막 낭포의 파열, 다발 부위","Rupture of synovial cyst, multiple sites",
M66.10,윤활막의 파열,"Rupture of synovium, multiple sites",
M66.11,"윤활막 낭포의 파열, 어깨 부위","Rupture of synovial cyst, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M66.11,"윤활막의 파열,어깨 부위","Rupture of synovium, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M66.12,"윤활막 낭포의 파열, 위팔","Rupture of synovial cyst, upper arm(humerus, elbow joints)",
M66.12,"윤활막의 파열,위팔","Rupture of synovium, upper arm(humerus, elbow joints)",
M66.13,"윤활막의 파열,아래팔","Rupture of synovium, forearm(radius, ulna, wrist joints)",
M66.13,"윤활막 낭포의 파열, 아래팔","Rupture of synovial cyst, forearm(radius, ulna, wrist joints)",
M66.14,"윤활막 낭포의 파열, 손","Rupture of synovial cyst, hand(carpus, fingers, metacarpus, joints between these bones)",
M66.14,"윤활막의 파열,손","Rupture of synovium, hand(carpus, fingers, metacarpus, joints between these bones)",
M66.15,"윤활막의 파열,골반 부위 및 넓적다리","Rupture of synovium, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M66.15,"윤활막 낭포의 파열, 골반 부위 및 넓적다리","Rupture of synovial cyst, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M66.16,"윤활막의 파열,아래다리","Rupture of synovium, lower leg(fibula, tibia, knee joint)",
M66.16,"윤활막 낭포의 파열, 아래다리","Rupture of synovial cyst, lower leg(fibula, tibia, knee joint)",
M66.17,"윤활막 낭포의 파열, 발목 및 발","Rupture of synovial cyst, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M66.17,"윤활막의 파열,발목 및 발","Rupture of synovium, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M66.18,"윤활막의 파열,기타 부위","Rupture of synovium, other(head, neck, ribs, skull, trunk, vertebral column)",
M66.18,"윤활막 낭포의 파열, 기타 부위","Rupture of synovial cyst, other(head, neck, ribs, skull, trunk, vertebral column)",
M66.19,"윤활막 낭포의 파열, 상세불명 부위","Rupture of synovial cyst, site unspecified",
M66.19,"윤활막의 파열,상세불명 부위","Rupture of synovium, site unspecified",
M66.2,폄근힘줄의 자연 파열,Spontaneous rupture of extensor tendons,
M66.20,"폄근힘줄의 자연 파열,다발 부위","Spontaneous rupture of extensor tendons, multiple sites",
M66.21,"폄근힘줄의 자연 파열,어깨 부위","Spontaneous rupture of extensor tendons, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M66.22,"폄근힘줄의 자연 파열,위팔","Spontaneous rupture of extensor tendons, upper arm(humerus, elbow joints)",
M66.23,"폄근힘줄의 자연 파열,아래팔","Spontaneous rupture of extensor tendons, forearm(radius, ulna, wrist joints)",
M66.24,"폄근힘줄의 자연 파열,손","Spontaneous rupture of extensor tendons, hand(carpus, fingers, metacarpus, joints between these bones)",
M66.25,"폄근힘줄의 자연 파열,골반 부위 및 넓적다리","Spontaneous rupture of extensor tendons, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M66.26,"폄근힘줄의 자연 파열,아래다리","Spontaneous rupture of extensor tendons, lower leg(fibula, tibia, knee joint)",
M66.27,"폄근힘줄의 자연 파열,발목 및 발","Spontaneous rupture of extensor tendons, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M66.28,"폄근힘줄의 자연 파열,기타 부위","Spontaneous rupture of extensor tendons, other(head, neck, ribs, skull, trunk, vertebral column)",
M66.29,"폄근힘줄의 자연 파열,상세불명 부위","Spontaneous rupture of extensor tendons, site unspecified",
M66.3,굽힘근힘줄의 자연 파열,Spontaneous rupture of flexor tendons,
M66.30,"굽힘근힘줄의 자연 파열,다발 부위","Spontaneous rupture of flexor tendons, multiple sites",
M66.31,"굽힘근힘줄의 자연 파열,어깨 부위","Spontaneous rupture of flexor tendons, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M66.32,"굽힘근힘줄의 자연 파열,위팔","Spontaneous rupture of flexor tendons, upper arm(humerus, elbow joints)",
M66.33,"굽힘근힘줄의 자연 파열,아래팔","Spontaneous rupture of flexor tendons, forearm(radius, ulna, wrist joints)",
M66.34,"굽힘근힘줄의 자연 파열,손","Spontaneous rupture of flexor tendons, hand(carpus, fingers, metacarpus, joints between these bones)",
M66.35,"굽힘근힘줄의 자연 파열,골반 부위 및 넓적다리","Spontaneous rupture of flexor tendons, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M66.36,"굽힘근힘줄의 자연 파열,아래다리","Spontaneous rupture of flexor tendons, lower leg(fibula, tibia, knee joint)",
M66.37,"굽힘근힘줄의 자연 파열,발목 및 발","Spontaneous rupture of flexor tendons, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M66.38,"굽힘근힘줄의 자연 파열,기타 부위","Spontaneous rupture of flexor tendons, other(head, neck, ribs, skull, trunk, vertebral column)",
M66.39,"굽힘근힘줄의 자연 파열,상세불명 부위","Spontaneous rupture of flexor tendons, site unspecified",
M66.4,기타 힘줄의 자연 파열,Spontaneous rupture of other tendons,
M66.40,"기타 힘줄의 자연 파열,다발 부위","Spontaneous rupture of other tendons, multiple sites",
M66.41,"기타 힘줄의 자연 파열,어깨 부위","Spontaneous rupture of other tendons, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M66.42,"기타 힘줄의 자연 파열,위팔","Spontaneous rupture of other tendons, upper arm(humerus, elbow joints)",
M66.43,"기타 힘줄의 자연 파열,아래팔","Spontaneous rupture of other tendons, forearm(radius, ulna, wrist joints)",
M66.44,"기타 힘줄의 자연 파열,손","Spontaneous rupture of other tendons, hand(carpus, fingers, metacarpus, joints between these bones)",
M66.45,"기타 힘줄의 자연 파열,골반 부위 및 넓적다리","Spontaneous rupture of other tendons, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M66.46,"기타 힘줄의 자연 파열,아래다리","Spontaneous rupture of other tendons, lower leg(fibula, tibia, knee joint)",
M66.47,"기타 힘줄의 자연 파열,발목 및 발","Spontaneous rupture of other tendons, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M66.48,"기타 힘줄의 자연 파열,기타 부위","Spontaneous rupture of other tendons, other(head, neck, ribs, skull, trunk, vertebral column)",
M66.49,"기타 힘줄의 자연 파열,상세불명 부위","Spontaneous rupture of other tendons, site unspecified",
M66.5,상세불명의 힘줄의 자연 파열,Spontaneous rupture of unspecified tendon,
M66.5,비외상성 근육힘줄 이행부에서의 파열,"Rupture at musculotendinous junction, nontraumatic",
M66.50,"비외상성 근육힘줄 이행부에서의 파열, 다발 부위","Rupture at musculotendinous junction, nontraumatic, multiple sites",
M66.50,"상세불명의 힘줄의 자연 파열, 다발부위","Spontaneous rupture of unspecified tendons, multiple sites",
M66.51,"상세불명의 힘줄의 자연 파열,어깨 부위","Spontaneous rupture of unspecified tendons, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M66.51,"비외상성 근육힘줄 이행부에서의 파열, 어깨 부위","Rupture at musculotendinous junction, nontraumatic, shoulder region(clavicle, scapula, acromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M66.52,"상세불명의 힘줄의 자연 파열,위팔","Spontaneous rupture of unspecified tendons, upper arm(humerus, elbow joints)",
M66.52,"비외상성 근육힘줄 이행부에서의 파열, 위팔","Rupture at musculotendinous junction, nontraumatic, upper arm(humerus, elbow joints)",
M66.53,"비외상성 근육힘줄 이행부에서의 파열, 아래팔","Rupture at musculotendinous junction, nontraumatic, forearm(radius, ulna, wrist joints)",
M66.53,"상세불명의 힘줄의 자연 파열,아래팔","Spontaneous rupture of unspecified tendons, forearm(radius, ulna, wrist joints)",
M66.54,"상세불명의 힘줄의 자연 파열,손","Spontaneous rupture of unspecified tendons, hand(carpus, fingers, metacarpus, joints between these bones)",
M66.54,"비외상성 근육힘줄 이행부에서의 파열, 손","Rupture at musculotendinous junction, nontraumatic, hand(carpus, fingers, metacarpus, joints between these bones)",
M66.55,"상세불명의 힘줄의 자연 파열,골반 부위 및 넓적다리","Spontaneous rupture of unspecified tendons, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M66.55,"비외상성 근육힘줄 이행부에서의 파열, 골반 부위 및 넓적다리","Rupture at musculotendinous junction, nontraumatic, pelvic region and thigh(buttock, femur, pelvis, hip joint, sacroiliac joint)",
M66.56,"상세불명의 힘줄의 자연 파열,아래다리","Spontaneous rupture of unspecified tendons, lower leg(fibula, tibia, knee joint)",
M66.56,"비외상성 근육힘줄 이행부에서의 파열, 아래다리","Rupture at musculotendinous junction, nontraumatic, lower leg(fibula, tibia, knee joint)",
M66.57,"비외상성 근육힘줄 이행부에서의 파열, 발목 및 발","Rupture at musculotendinous junction, nontraumatic, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M66.57,"상세불명의 힘줄의 자연 파열,발목 및 발","Spontaneous rupture of unspecified tendons, ankle and foot(metatarsus, tarsus, toes, ankle joint, other joints in foot)",
M66.58,"비외상성 근육힘줄 이행부에서의 파열, 기타 부위","Rupture at musculotendinous junction, nontraumatic, other(head, neck, ribs, skull, trunk, vertebral column)",
M66.58,"상세불명의 힘줄의 자연 파열,기타 부위","Spontaneous rupture of unspecified tendons, other(head, neck, ribs, skull, trunk, vertebral column)",
M66.59,"상세불명의 힘줄의 자연 파열,상세불명 부위","Spontaneous rupture of unspecified tendons, site unspecified",
M66.59,"비외상성 근육힘줄 이행부에서의 파열, 상세불명 부위","Rupture at musculotendinous junction, nontraumatic, site unspecified",
M67,윤활막 및 힘줄의 기타 장애,Other disorders of synovium and tendon,
M67.0,(후천성) 짧은 아킬레스 힘줄,Short Achilles tendon(acquired),
M67.1,힘줄(집) 의 기타 구축,Other contracture of tendon(sheath),
M67.2,달리 분류되지 않은 윤활막의 비대,"Synovial hypertrophy, NEC",
M67.3,일과성 윤활막염,Transient synovitis,
M67.3,중독성 윤활막염,Toxic synovitis,
M67.4,결절종,Ganglion,
M67.4,관절 또는 힘줄(집) 의 결절종,Ganglion of joint or tendon (sheath),
M67.8,기타 명시된 윤활막 및 힘줄의 장애,Other specified disorders of synovium and tendon,
M67.9,상세불명의 윤활막 및 힘줄의 장애,"Disorders of synovium and tendon, unspecified",
M68*,달리 분류된 질환에서의 윤활막 및 힘줄의 장애,Disorders of synovium and tendon in diseases classified elsewhere,
M68.0*,달리 분류된 세균성 질환에서의 윤활막염 및 건초염,Synovitis and tenosynovitis in bacterial diseases classified elsewhere,
M68.0*,임질에서의 윤활막염 및 건초염,Synovitis or tenosynovitis in gonorrhoea(A54.4+),
M68.0*,매독에서의 윤활막염 및 건초염,Synovitis or tenosynovitis in syphilis(A52.7+),
M68.0*,결핵에서의 윤활막염 및 건초염,Synovitis or tenosynovitis in tuberculosis(A18.0+),
M68.8*,달리 분류된 질환에서의 윤활막 및 힘줄의 기타 장애,Other disorders of synovium and tendon in diseases classified elsewhere,
M70-M79,기타 연조직 장애,Other soft tissue disorders (M70-M79),
M70,"사용, 과용 및 압박과 관련된 연조직 장애","Soft tissue disorders related to use, overuse and pressure",
M70.0,손 및 손목의 만성 염발음성 윤활막염,Chronic crepitant synovitis of hand and wrist,
M70.00,"손 및 손목의 만성 염발음성 윤활막염,다발 부위","Chronic crepitant synovitis of hand and wrist, multiple sites",
M70.03,"손 및 손목의 만성 염발음성 윤활막염,아래팔","Chronic crepitant synovitis of hand and wrist, forearm (radius, ulna, wrist joints)",
M70.04,손 및 손목의 만성 염발음성 윤활막염,Chronic crepitant synovitis of hand and wrist,
M70.09,"손 및 손목의 만성 염발음성 윤활막염,상세불명 부위","Chronic crepitant synovitis of hand and wrist, site unspecified",
M70.1,손의 윤활낭염,Bursitis of hand,
M70.14,손의 윤활낭염,Bursitis of hand,
M70.2,팔꿈치머리 윤활낭염,Olecranon bursitis,
M70.23,"팔꿈치머리 윤활낭염, 아래팔","Olecranon bursitis, forearm (radius, ulna, wrist joints)",
M70.3,팔꿈치의 기타 윤활낭염,Other bursitis of elbow,
M70.32,팔꿈치의 기타 윤활낭염,Other bursitis of elbow,
M70.4,전무릎뼈 윤활낭염,Prepatellar bursitis,
M70.46,전무릎뼈 윤활낭염,Prepatellar bursitis,
M70.5,무릎의 기타 윤활낭염,Other bursitis of knee,
M70.56,무릎의 기타 윤활낭염,Other bursitis of knee,
M70.6,넓적다리돌기 윤활낭염,Trochanteric bursitis,
M70.65,넓적다리돌기 힘줄염,Trochanteric tendinitis,
M70.65,넓적다리돌기 윤활낭염,Trochanteric bursitis,
M70.7,엉덩관절부의 기타 윤활낭염,Other bursitis of hip,
M70.75,궁둥뼈 윤활낭염,Ischial bursitis,
M70.75,엉덩관절부의 기타 윤활낭염,Other bursitis of hip,
M70.8,"기타 사용, 과용 및 압박과 관련된 연조직 장애","Other soft tissue disorders related to use, overuse and pressure",
M70.80,"기타 사용,과용 및 압박과 관련된 연조직 장애,다발 부위","Other soft tissue disorders related to use, overuse and pressure, multiple sites",
M70.81,"기타 사용,과용 및 압박과 관련된 연조직 장애,어깨 부위","Other soft tissue disorders related to use, overuse and pressure, shoulder region (clavicle, scapula, arcromioclavicular joints, glenohumeral joints, sternoclavicular joints)",
M70.82,"기타 사용,과용 및 압박과 관련된 연조직 장애,위팔","Other soft tissue disorders related to use, overuse and pressure, upper arm (humerus, elbow joints)",
M70.83,"기타 사용,과용 및 압박과 관련된 연조직 장애,아래팔","Other soft tissue disorders related to use, overuse and pressure, forearm (radius, ulna, wrist joints)",
M70.84,"기타 사용,과용 및 압박과 관련된 연조직 장애,손","Other soft tissue disorders related to use, overuse and pressure, hand (carpus, fingers, metacarpus, joints between these bones)",
M70.85,"기타 사용,과용 및 압박과 관련된 연조직 장애,골반 부위 및 넓적다리","Other soft tissue disorders related to use, overuse and pressure, pelvic region and thigh (buttock, femur, pelvis, hip(joint) , sacroiliac joint)",
M70.86,"기타 사용,과용 및 압박과 관련된 연조직 장애,아래다리","Other soft tissue disorders related to use, overuse and pressure, lower leg (fibula, tibia, knee joint)",
M70.87,"기타 사용,과용 및 압박과 관련된 연조직 장애,발목 및 발","Other soft tissue disorders related to use, overuse and pressure, ankle and foot (metatarsus, tarsus, toes, ankle joint, other joints in foot)",
